epoch,train,val
1,0.4470862470862471,0.3964544721998388
2,0.5708624708624709,0.7082997582594682
3,0.9414918414918415,0.7316680096696213
4,0.9391608391608391,0.7244157937147462
5,0.9368298368298368,0.7252215954875101
6,0.9405594405594405,0.7510072522159549
7,0.955011655011655,0.750201450443191
8,0.9540792540792541,0.7429492344883158
9,0.9531468531468531,0.7405318291700241
10,0.9533799533799534,0.7421434327155519
11,0.9531468531468531,0.7445608380338437
12,0.9536130536130536,0.7469782433521354
13,0.9540792540792541,0.750201450443191
14,0.9540792540792541,0.7493956486704271
15,0.9538461538461539,0.750201450443191
16,0.9538461538461539,0.7493956486704271
17,0.9543123543123543,0.7493956486704271
18,0.9545454545454546,0.750201450443191
19,0.9543123543123543,0.7558420628525383
20,0.9545454545454546,0.7574536663980661
21,0.9543123543123543,0.7590652699435939
22,0.9557109557109557,0.7614826752618856
23,0.9561771561771562,0.7606768734891217
24,0.9561771561771562,0.7630942788074134
25,0.9564102564102565,0.7639000805801772
26,0.9566433566433566,0.7647058823529411
27,0.9573426573426573,0.7679290894439967
28,0.9582750582750583,0.7727639000805802
29,0.9594405594405594,0.774375503626108
30,0.9592074592074592,0.774375503626108
31,0.9596736596736597,0.774375503626108
32,0.9599067599067599,0.7735697018533441
33,0.9601398601398602,0.7735697018533441
34,0.9601398601398602,0.7735697018533441
35,0.9601398601398602,0.774375503626108
36,0.9606060606060606,0.774375503626108
37,0.9608391608391609,0.774375503626108
38,0.9613053613053613,0.7751813053988719
39,0.9613053613053613,0.7759871071716358
40,0.9620046620046621,0.7759871071716358
41,0.9620046620046621,0.7767929089443997
42,0.9622377622377623,0.7775987107171636
43,0.9617715617715618,0.7792103142626914
44,0.9617715617715618,0.7800161160354553
45,0.9620046620046621,0.7808219178082192
46,0.9622377622377623,0.7808219178082192
47,0.9624708624708624,0.7816277195809831
48,0.9624708624708624,0.7832393231265109
49,0.9627039627039627,0.7856567284448026
50,0.9631701631701631,0.7856567284448026
51,0.9638694638694638,0.7864625302175665
52,0.9638694638694638,0.7880741337630943
53,0.9641025641025641,0.7880741337630943
54,0.9648018648018648,0.7880741337630943
55,0.965034965034965,0.7896857373086221
56,0.9648018648018648,0.7888799355358582
57,0.965034965034965,0.7888799355358582
58,0.965034965034965,0.7880741337630943
59,0.965034965034965,0.7880741337630943
60,0.965034965034965,0.7880741337630943
61,0.9652680652680653,0.7888799355358582
62,0.965967365967366,0.7896857373086221
63,0.9662004662004662,0.7896857373086221
64,0.9668997668997669,0.790491539081386
65,0.9673659673659674,0.790491539081386
66,0.9673659673659674,0.790491539081386
67,0.9675990675990676,0.790491539081386
68,0.9675990675990676,0.7912973408541499
69,0.9675990675990676,0.7921031426269137
70,0.9675990675990676,0.7921031426269137
71,0.9675990675990676,0.7921031426269137
72,0.9675990675990676,0.7921031426269137
73,0.9675990675990676,0.7921031426269137
74,0.9673659673659674,0.7921031426269137
75,0.9671328671328672,0.7921031426269137
76,0.9671328671328672,0.7921031426269137
77,0.9673659673659674,0.7921031426269137
78,0.9675990675990676,0.7921031426269137
79,0.9675990675990676,0.7937147461724415
80,0.9678321678321679,0.7945205479452054
81,0.968065268065268,0.7937147461724415
82,0.968065268065268,0.7929089443996776
83,0.968065268065268,0.7921031426269137
84,0.968065268065268,0.7921031426269137
85,0.9685314685314685,0.7921031426269137
86,0.9685314685314685,0.7912973408541499
87,0.9685314685314685,0.7912973408541499
88,0.9682983682983684,0.7912973408541499
89,0.9685314685314685,0.7921031426269137
90,0.9685314685314685,0.7921031426269137
91,0.9687645687645687,0.7921031426269137
92,0.9682983682983684,0.7921031426269137
93,0.9682983682983684,0.7921031426269137
94,0.9685314685314685,0.7945205479452054
95,0.9685314685314685,0.7945205479452054
96,0.9685314685314685,0.7953263497179693
97,0.9687645687645687,0.7945205479452054
98,0.9687645687645687,0.7937147461724415
99,0.9692307692307692,0.7937147461724415
100,0.9692307692307692,0.7937147461724415
101,0.9692307692307692,0.7937147461724415
102,0.9694638694638694,0.7937147461724415
103,0.9694638694638694,0.7945205479452054
104,0.9692307692307692,0.7945205479452054
105,0.9692307692307692,0.7945205479452054
106,0.9692307692307692,0.7937147461724415
107,0.9692307692307692,0.7937147461724415
108,0.9692307692307692,0.7953263497179693
109,0.9692307692307692,0.7953263497179693
110,0.9692307692307692,0.7953263497179693
111,0.968997668997669,0.7953263497179693
112,0.968997668997669,0.7953263497179693
113,0.9692307692307692,0.7953263497179693
114,0.9692307692307692,0.7953263497179693
115,0.9692307692307692,0.7953263497179693
116,0.9692307692307692,0.7961321514907332
117,0.9692307692307692,0.7961321514907332
118,0.9694638694638694,0.7953263497179693
119,0.9696969696969697,0.7953263497179693
120,0.9696969696969697,0.7945205479452054
121,0.9696969696969697,0.7937147461724415
122,0.9699300699300699,0.7929089443996776
123,0.9699300699300699,0.7929089443996776
124,0.9699300699300699,0.7929089443996776
125,0.9699300699300699,0.7929089443996776
126,0.9701631701631701,0.7929089443996776
127,0.9701631701631701,0.7929089443996776
128,0.9701631701631701,0.7929089443996776
129,0.9701631701631701,0.7929089443996776
130,0.9701631701631701,0.7929089443996776
131,0.9703962703962704,0.7929089443996776
132,0.9706293706293706,0.7929089443996776
133,0.9706293706293706,0.7929089443996776
134,0.9708624708624709,0.7929089443996776
135,0.9708624708624709,0.7921031426269137
136,0.9708624708624709,0.7921031426269137
137,0.9708624708624709,0.7921031426269137
138,0.9708624708624709,0.7921031426269137
139,0.9708624708624709,0.7929089443996776
140,0.9710955710955711,0.7929089443996776
141,0.9710955710955711,0.7929089443996776
142,0.9710955710955711,0.7929089443996776
143,0.9710955710955711,0.7929089443996776
144,0.9710955710955711,0.7929089443996776
145,0.9710955710955711,0.7929089443996776
146,0.9710955710955711,0.7929089443996776
147,0.9710955710955711,0.7921031426269137
148,0.9713286713286713,0.7921031426269137
149,0.9713286713286713,0.7921031426269137
150,0.9715617715617716,0.7921031426269137
151,0.9715617715617716,0.7921031426269137
152,0.9713286713286713,0.7921031426269137
153,0.9713286713286713,0.7912973408541499
154,0.9715617715617716,0.7912973408541499
155,0.9713286713286713,0.7921031426269137
156,0.9713286713286713,0.7912973408541499
157,0.9713286713286713,0.7912973408541499
158,0.9713286713286713,0.7912973408541499
159,0.9713286713286713,0.7921031426269137
160,0.9713286713286713,0.7921031426269137
161,0.9713286713286713,0.7921031426269137
162,0.9713286713286713,0.7921031426269137
163,0.9713286713286713,0.7921031426269137
164,0.9713286713286713,0.7921031426269137
165,0.9713286713286713,0.7921031426269137
166,0.9713286713286713,0.7921031426269137
167,0.9713286713286713,0.7921031426269137
168,0.9713286713286713,0.7921031426269137
169,0.9713286713286713,0.7921031426269137
170,0.9713286713286713,0.7921031426269137
171,0.9713286713286713,0.7921031426269137
172,0.9715617715617716,0.7921031426269137
173,0.9715617715617716,0.7921031426269137
174,0.9715617715617716,0.7921031426269137
175,0.9715617715617716,0.7921031426269137
176,0.9715617715617716,0.7921031426269137
177,0.9715617715617716,0.7921031426269137
178,0.9717948717948718,0.7921031426269137
179,0.9717948717948718,0.7921031426269137
180,0.9717948717948718,0.7921031426269137
181,0.9717948717948718,0.7921031426269137
182,0.9717948717948718,0.7921031426269137
183,0.9717948717948718,0.7921031426269137
184,0.9717948717948718,0.7921031426269137
185,0.9717948717948718,0.7921031426269137
186,0.972027972027972,0.7929089443996776
187,0.9722610722610723,0.7937147461724415
188,0.972027972027972,0.7937147461724415
189,0.972027972027972,0.7937147461724415
190,0.972027972027972,0.7937147461724415
191,0.972027972027972,0.7937147461724415
192,0.972027972027972,0.7937147461724415
193,0.972027972027972,0.7937147461724415
194,0.972027972027972,0.7937147461724415
195,0.972027972027972,0.7937147461724415
196,0.9722610722610723,0.7929089443996776
197,0.9722610722610723,0.7929089443996776
198,0.9722610722610723,0.7929089443996776
199,0.9722610722610723,0.7929089443996776
200,0.9722610722610723,0.7929089443996776
