epoch,train,val
1,0.12526275478042923,0.12310712304833817
2,0.11501009169714156,0.11308159970353439
3,0.09683656759195394,0.10102390263178578
4,0.08072444803509123,0.09426909296095708
5,0.0709558991563348,0.09202599025944565
6,0.06597056191562217,0.09202893696707358
7,0.06345896907063908,0.09264760109611714
8,0.0619600939306068,0.09319992472720089
9,0.06069131072584566,0.09340243412543457
10,0.0592079431860597,0.09330283740563897
11,0.0576732625216593,0.09315853806679332
12,0.056368096613939545,0.09306262233005619
13,0.05512707725271478,0.0928934167989505
14,0.05369298349727284,0.09251560557762718
15,0.052324024058166364,0.09193930983255219
16,0.051177802869489974,0.09137384541855043
17,0.050326418570983106,0.09095329416076758
18,0.04971362291238247,0.09061237807047165
19,0.04924130209120282,0.09028568650137311
20,0.0488554327082245,0.08995439187832939
21,0.048527743849720986,0.08961158938027504
22,0.04824127208936464,0.08925155974702428
23,0.047985494109022586,0.08887760375988858
24,0.047753993031028265,0.08848613534215763
25,0.04754249268756324,0.08808439360041469
26,0.04734662384975762,0.0876681509755678
27,0.04716450039879148,0.08725205877920392
28,0.04699568948545656,0.08683646570569944
29,0.0468383757384507,0.08643211759356699
30,0.046689336922341014,0.08603515949679612
31,0.04654783596803536,0.08564344026886773
32,0.04641216418126246,0.08524439913144907
33,0.04628115086566596,0.08484029078272251
34,0.046153411609587414,0.0844311766044254
35,0.046028746480430476,0.0840400413195036
36,0.04590788829576719,0.08367091739110462
37,0.04579129941535719,0.08334503684862307
38,0.045680116884636156,0.08305334132299799
39,0.045573625225565094,0.08279468982475213
40,0.0454716726616546,0.08256447958811745
41,0.045374564024118276,0.0823644540849758
42,0.045282508943464375,0.08218870308973633
43,0.04519564432975574,0.08203720393246167
44,0.04511372542881466,0.08190339568350989
45,0.04503631652929844,0.08178379034246772
46,0.044963287445770835,0.08167568403900294
47,0.04489407820023579,0.08157536303391867
48,0.04482829090042826,0.0814853783675877
49,0.04476547980364108,0.08140324729762666
50,0.044705202084876994,0.0813269764064878
51,0.04464743665326169,0.08125700362741131
52,0.044591553561337344,0.08119305058125044
53,0.04453768969137908,0.08113511669165083
54,0.044485609042338836,0.0810826064885191
55,0.044435150751145014,0.08103448522369483
56,0.044386187633434375,0.08099016107732879
57,0.04433863565916226,0.08094982972171977
58,0.04429244553292548,0.0809152101336901
59,0.0442476173936626,0.08088473693484938
60,0.04420402942003904,0.08085857582707064
61,0.04416177600691647,0.0808352034097713
62,0.04412071852139382,0.08081253904378001
63,0.04408082670265145,0.0807956988344646
64,0.04404225402222925,0.08078095713130512
65,0.044004775983192426,0.08077110838832441
66,0.04396870161269928,0.08076570650726245
67,0.04393380819222866,0.08076252224558693
68,0.04390021745975201,0.08076305652606112
69,0.04386778566942904,0.08076374699856176
70,0.04383627373577554,0.0807649002835983
71,0.04380576146510375,0.08076954848530021
72,0.043776447567350656,0.08077381571678266
73,0.04374798819735334,0.08077816017974682
74,0.043720491866131764,0.0807844192918321
75,0.04369390027506368,0.08079069377336648
76,0.04366800723931728,0.0807965823856695
77,0.04364282426300582,0.08080354090374771
78,0.043618306663486504,0.08081161985466502
79,0.0435945395267371,0.08082166350147207
80,0.043571554808627753,0.08083283065500806
81,0.04354935073074483,0.08084355363146516
82,0.043527688652207526,0.08085331966759791
83,0.04350665274199906,0.08086615786448685
84,0.04348633389372926,0.0808773653628267
85,0.04346642266342412,0.08088998588989282
86,0.0434470785247696,0.0809038547044027
87,0.043428403125220526,0.08091332478258131
88,0.043410034418661834,0.08092625010503482
89,0.04339228490571598,0.08094006253287833
90,0.04337478689936213,0.08095346315554512
91,0.04335772857799396,0.08096725291345122
92,0.04334102985742209,0.08098119194713166
93,0.0433245788087378,0.08099551973181517
94,0.04330858784122067,0.08100914292331668
95,0.04329278796980709,0.08102400815842327
96,0.0432772625298489,0.08103775392128132
97,0.043262046811741825,0.0810506347683915
98,0.043247092020261536,0.0810654231562526
99,0.04323245756553881,0.08107818969308514
100,0.04321801679117696,0.08109153671479821
101,0.04320377478232751,0.08110481620699432
102,0.04318966793291497,0.08111593869306885
103,0.04317576804639021,0.08113075733953287
104,0.04316211552608819,0.08114351148474706
105,0.04314857376761092,0.08115568946773827
106,0.04313515521985389,0.08116448703645987
107,0.04312165058576144,0.0811725683888536
108,0.043108182714813516,0.08118047990883483
109,0.04309491247008175,0.0811856197407897
110,0.043081605184328305,0.08119088320075073
111,0.04306857655376265,0.08119416275301064
112,0.04305543263197501,0.08120285158287989
113,0.043042571561319846,0.08121164348411714
114,0.04302977234611422,0.08121868739869689
115,0.043016994388509186,0.08122397122317798
116,0.043004278202990555,0.08123339087035174
117,0.04299165299444488,0.08124050529227922
118,0.04297899805304609,0.08124888913464297
119,0.04296634441766983,0.08125865248112214
120,0.042953799348888974,0.08127014479456555
121,0.042941435483785775,0.08128869053243534
122,0.04292931848472648,0.08130206041620394
123,0.04291721051667398,0.08131077508595949
124,0.042904883081262765,0.08131947015966742
125,0.04289266360111726,0.08132793536405233
126,0.04288043920254652,0.08133531884739804
127,0.042868115129448596,0.08134383774879572
128,0.04285584332503917,0.08135515946135417
129,0.042843961715698244,0.0813743656052398
130,0.042832119036943485,0.08138960210860112
131,0.042820177128264955,0.08139773177870044
132,0.04280835142780295,0.08140693961565384
133,0.042796100075150424,0.08141277453094409
134,0.042783903881108566,0.08142835972868176
135,0.04277202363336559,0.08144459025116335
136,0.04276028287994278,0.0814531633298691
137,0.04274833716434755,0.08146806084081878
138,0.04273644066079235,0.08147493972593887
139,0.04272428826018647,0.08147611913903888
140,0.04271165902242238,0.08147588283375902
141,0.042698717450762126,0.08148221658373148
142,0.042685604901302666,0.08148707794048055
143,0.042671789267124276,0.08148760011751358
144,0.042657363609278395,0.08148681176083401
145,0.04264232206455755,0.08148451940750134
146,0.04262595968646603,0.08147591414901155
147,0.042608219426828665,0.08146025815574898
148,0.04258845805566072,0.08144604669858331
149,0.04256640945003305,0.0814191609212797
150,0.04254057060032736,0.0813846531459922
151,0.042510863423069596,0.08134526729967977
152,0.04247659664331894,0.08131374523199729
153,0.04243900103446765,0.08129332182774325
154,0.04240064518157141,0.08129837414989732
155,0.04236495000221235,0.08133934535488402
156,0.0423345461591974,0.08139020007623
157,0.04230821074305714,0.08146567137177965
158,0.042286240748870066,0.08153574472468866
159,0.042266718518761764,0.08160981740037056
160,0.04224987960917689,0.0816838212017087
161,0.042234420915305756,0.08176293505669409
162,0.04222048587732382,0.08183312944401473
163,0.04220764862073885,0.08189903623533287
164,0.04219558444612232,0.08196645538044206
165,0.042184163668216805,0.0820278248222099
166,0.04217324151303663,0.08208914296844139
167,0.042163226571116416,0.08215189431580107
168,0.04215346527544213,0.08220826897478987
169,0.04214398747001773,0.0822674260804194
170,0.04213518854621407,0.08232061330778381
171,0.04212636794799413,0.08238020095010615
172,0.04211839729255729,0.08242658258541086
173,0.04210992515226066,0.08248107150905465
174,0.04210236036416256,0.08252957105444479
175,0.04209452703560427,0.08258152507563736
176,0.04208717293394751,0.08262729587139957
177,0.04208013905789747,0.0826708528901376
178,0.042073144640400136,0.08271617393739564
179,0.04206616395003312,0.0827614225561248
180,0.0420592483940658,0.08280940117324964
181,0.04205289854036345,0.08285066305294236
182,0.0420464098036706,0.08288840849874099
183,0.04203994571467935,0.0829301988953645
184,0.042033456727897094,0.08297632405298742
185,0.042027289745135185,0.08303040501381677
186,0.04202128884953497,0.08307030141401636
187,0.04201558792229855,0.08310183769843926
188,0.04200932245988112,0.08315920647260741
189,0.04200392980953475,0.0831918863401021
190,0.041998097085174706,0.08322012558951673
191,0.04199223365539159,0.08326097873792257
192,0.04198676386635342,0.08330988826336734
193,0.04198139650282604,0.08334677292395752
194,0.041976114058550146,0.08338526849493108
195,0.0419706982888264,0.08342256803458781
196,0.041965546002199046,0.08346958317937243
197,0.04196039935647747,0.0835002831736464
198,0.04195527552446841,0.08354125995005839
199,0.04195037646727128,0.08357606291482758
200,0.04194535672803581,0.0836226143825448
